ImagePath,Label,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65
train_nb\bcc\bcc01234.jpg,bcc,3696,4234,1621,3516,3315,4560,2615,3057,3372,6916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.676183127572024,56.180082304526756,67.88800411522634,0.0,96571.0,1256.0,0.7692673743098601
train_nb\bcc\bcc01235.jpg,bcc,318,505,463,2552,3039,2888,1084,611,648,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4946312427718067,2.412105168224597,2.5307854725249075,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01236.jpg,bcc,1561,2321,1628,9323,9210,10624,5018,4974,14575,5288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8304252565013956,4.541613173614574,6.434999310337511,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01237.jpg,bcc,1657,2431,1635,9386,9702,10240,4818,4635,14466,4785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.649380895288014,4.67959341743679,6.237846024891511,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01238.jpg,bcc,4476,5604,1240,6482,5308,11534,5116,8595,18845,11207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.190179736655033,27.539979204023386,38.615298305552315,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01239.jpg,bcc,10214,14475,6259,18011,24796,25474,13783,13235,14175,26883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.37728782268247,54.97156468503645,91.09655009602224,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01240.jpg,bcc,3540,5285,1105,9267,18340,17576,4331,7026,40684,10543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.604024976392322,6.015549236596675,5.821618797016415,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01241.jpg,bcc,10823,13563,2686,11141,13812,17744,8922,14940,48943,33660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164532249679042,3.5350693376057043,4.144534690023237,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01242.jpg,bcc,8781,10480,1794,7774,4026,12846,5852,12729,31709,21062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.25929983341999,57.151399484344665,57.252652548037645,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01243.jpg,bcc,7546,9903,3201,17715,22590,30711,12041,18148,39384,19212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.54302167662257,70.77085963776804,82.6236750522552,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01244.jpg,bcc,2241,3775,2623,13264,15697,16791,7118,6185,25177,8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.758615476026272,11.219384290549502,12.304157073284598,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01245.jpg,bcc,1312,2317,1668,5767,6436,7615,4020,3564,3737,4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.165110505151248,6.126600812740719,11.804467421405002,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01246.jpg,bcc,8572,10953,6209,12955,16232,19240,11163,11401,14267,21285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.837762204373526,33.23590170717992,33.00500535814704,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01247.jpg,bcc,887,1432,414,5566,14198,21402,2020,3044,106588,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.715031459219727,3.538581311207546,3.6109985251832915,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01248.jpg,bcc,10196,13483,2670,11000,6767,17576,8368,16093,34742,26041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9379860794279,48.609412301456786,67.57085486318158,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01249.jpg,bcc,3115,3917,659,2832,2031,5020,1902,3363,6219,6543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.57831275720165,58.66510288065844,85.75250000000001,0.0,96571.0,1256.0,0.7692673743098601
train_nb\bcc\bcc01250.jpg,bcc,3254,4586,1687,7068,9922,8759,4192,4177,14556,10446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.684238029050706,4.091205211726384,4.851881717577905,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01251.jpg,bcc,757,1174,676,6598,8022,7418,2534,1856,6617,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7605491835457143,4.004578297912976,4.5327563157168775,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01252.jpg,bcc,2950,4320,1813,6055,5494,9140,4399,5282,7952,7890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.40823775318571,14.269299939521906,16.759111502509313,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01253.jpg,bcc,588,968,859,5385,4746,5392,2718,2080,4125,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9710182601406914,2.634802491273117,2.9858274358348633,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01254.jpg,bcc,8964,12359,2128,10102,13811,15709,7115,11731,49943,28917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0934837504907216,3.059801695508706,3.735469341849781,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01255.jpg,bcc,4405,6326,414,6665,14019,14578,2095,5934,107802,12351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1162638330380164,2.159309382592919,3.7727853876433706,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01256.jpg,bcc,5541,7315,1417,5838,3764,9172,5391,9578,21380,15012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.120770512153975,34.29082271429936,31.676073486190838,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01257.jpg,bcc,6097,8234,3780,11382,16394,19619,8397,8865,11275,15191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.70520642128829,29.27532918121147,46.46593067300449,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01258.jpg,bcc,226,244,145,712,1779,928,237,310,352,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7563786008230458,3.5650000000000004,4.284557613168724,0.0,96571.0,1256.0,0.7692673743098601
train_nb\bcc\bcc01259.jpg,bcc,11288,12746,1693,8870,4111,14835,6570,14367,44607,25506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5970540801494,59.269777398168685,61.09150494965464,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01260.jpg,bcc,16781,11073,1899,9059,15880,17343,5938,13311,49256,24689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.954816496726756,7.450585682606713,7.603828687837537,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01261.jpg,bcc,1887,2974,2332,8342,7616,9286,5352,5372,10280,6217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.376359430869293,4.708336427972711,5.462132224214581,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01262.jpg,bcc,839,1210,949,4003,4139,4051,2134,1629,2575,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.146972381669832,2.0765764092987724,2.573825716983735,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01263.jpg,bcc,12341,16029,3431,13434,7197,20079,10016,19296,46388,32268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.70452736899065,87.09443071014016,89.93028042737855,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01264.jpg,bcc,389,703,532,4001,4458,4204,1835,1067,4050,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.931802989952148,2.3770676611953445,1.7834380205625524,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01265.jpg,bcc,3561,5721,2999,12574,18199,20358,9000,10332,16945,11657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.254615433585506,43.05418359876498,52.39461691901241,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01266.jpg,bcc,11981,14100,6772,12624,11724,17468,10814,16090,25341,30912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.02958652081189,69.56828719668114,82.54084128213563,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01267.jpg,bcc,8601,12184,4208,17943,17011,30524,13588,19297,33617,24565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.70767594351134,60.21592536790842,81.26581979649652,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01268.jpg,bcc,3366,4908,2518,6980,9322,8215,4455,3681,3641,7446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.278127619391189,15.006750734755807,20.67595412152914,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01269.jpg,bcc,5465,8006,2024,10002,13442,14549,5919,8255,32013,19627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8629375377988096,3.7871675031034813,4.703911977845919,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01270.jpg,bcc,2864,4883,2903,14589,23182,25258,9131,10140,15708,9419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.59334581799277,45.97261509405936,68.11571210304619,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01271.jpg,bcc,1192,1688,885,4339,4923,5177,2334,2021,4860,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4148532079915968,2.2388407304056277,2.3006079640102284,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01272.jpg,bcc,332,737,687,3133,2920,3371,1861,1323,845,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.469721164150283,2.9439781854449385,3.389749493363325,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01273.jpg,bcc,5687,7633,2856,9250,8229,14647,7756,11044,18965,15954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.191039162219234,41.21589884242804,49.759257392651385,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01274.jpg,bcc,5294,7684,2536,10603,14907,16166,8174,12103,24855,15895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.320043183482056,62.60508069051131,65.82790533586564,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01275.jpg,bcc,1910,2192,1002,2570,3535,4490,2045,2219,2745,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.323580246913586,42.188405349794245,60.71172839506173,0.0,96571.0,1256.0,0.7692673743098601
train_nb\bcc\bcc01276.jpg,bcc,6653,9245,2613,10461,7877,17291,8737,13892,27450,18635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.74132882046494,45.75581173275048,56.66542615836773,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01277.jpg,bcc,10218,13185,3363,15461,13050,27954,12213,20413,43280,25807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.57257106176193,62.76608770384832,85.15726957315198,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01278.jpg,bcc,3813,5902,3240,13800,18832,21902,9440,11116,17539,12111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.57525278782799,54.72557533766937,59.935123980095284,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01279.jpg,bcc,11153,14584,3785,13224,7770,20066,9899,18339,40188,29607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.16126165794863,77.14660102494457,87.05408014939151,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01280.jpg,bcc,1823,2668,2223,6090,7956,8637,4196,3195,3944,4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.307862682893187,8.079008795849294,10.567746076881454,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01281.jpg,bcc,3278,4617,1002,9174,14996,19577,4096,6778,97637,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.011485533003003,3.772496259907267,3.7660213901473756,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01282.jpg,bcc,10423,15999,7206,17532,14301,23783,15945,18954,28969,33342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.24923606616517,95.23798926248556,101.02987830109603,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01283.jpg,bcc,1874,3153,1182,4176,4035,6962,3543,4430,7080,6116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.22364197530865,61.92335390946503,74.39153292181071,0.0,96571.0,1256.0,0.7692673743098601
train_nb\bcc\bcc01284.jpg,bcc,7164,10199,4150,12382,11448,18899,9705,12532,19911,19739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.66143142102304,40.80156288130378,51.47537109147047,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01285.jpg,bcc,3625,3459,1142,5380,8497,10782,3861,5858,14169,7020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.209837770162018,20.540228543538923,23.385152627614087,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01286.jpg,bcc,2007,3193,2047,9857,9140,11620,6160,6297,15304,6502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.471230463983703,5.270509501427071,7.194986153699244,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01287.jpg,bcc,12877,14900,6179,10986,10124,13694,10289,15237,22631,30869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8645502870057,51.88194569703658,62.237087396152745,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01288.jpg,bcc,1059,1454,610,2450,4906,5434,1893,1727,2036,2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.756430041152264,29.41570987654321,40.50557613168725,0.0,96571.0,1256.0,0.7692673743098601
train_nb\bcc\bcc01289.jpg,bcc,2426,4617,2725,14118,25033,25338,8781,9949,14053,9467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.41985326104256,43.126935033793465,66.19502328937178,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01290.jpg,bcc,2977,4206,947,6495,10316,8562,3184,3891,16275,8435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.838040721917474,3.261647338433299,4.338595104457342,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01291.jpg,bcc,11850,15301,4576,14067,8507,20177,10305,18270,37267,30316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.29246994663073,70.95082706447815,81.98962323207674,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01292.jpg,bcc,1527,2681,1001,6634,8394,8727,3614,3290,8940,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33709906736411,4.019973686723467,4.892868889855595,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01293.jpg,bcc,6010,7200,2152,10043,13179,17341,7554,12289,28056,14718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.484936179694216,39.856698744814274,48.879603497119334,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01294.jpg,bcc,1038,1757,1381,4576,5183,5661,2878,2155,3009,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22405012254772,5.93087725068701,6.566117412386339,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01295.jpg,bcc,7813,11305,956,7728,14090,13861,4822,9461,88014,22462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6993867308936967,3.527867669683498,4.064714214474424,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01296.jpg,bcc,861,1387,1104,3982,6053,5733,2457,1864,2480,2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.544862544960689,4.4354794215323246,6.455079098982483,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01297.jpg,bcc,919,1451,1110,6848,6558,7137,3709,2740,7390,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.900927330793961,3.5596372375303718,4.164707317849526,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01298.jpg,bcc,2436,3595,1118,8661,14212,13044,3966,5177,27801,7049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.155945951681185,4.861319483495846,5.634547846661503,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01299.jpg,bcc,6719,8040,1684,9057,8863,17260,6282,11055,24052,14946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.714092457214406,42.3166850576664,52.072077687826926,0.0,375769.0,2452.0,0.7853981633974483
train_nb\bcc\bcc01300.jpg,bcc,1715,2604,755,2480,2435,4244,2105,2726,4197,4742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.147263374485604,45.34513374485597,56.578775720164614,0.0,96571.0,1256.0,0.7692673743098601
train_nb\bcc\bcc01301.jpg,bcc,682,1222,780,5031,5467,6033,2588,1827,8222,2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2017262782628997,2.27351749090176,3.0365680272469735,0.0,375769.0,2452.0,0.7853981633974483
